"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"01521","1","Tuberculosis","TB OF KNEE-NO EXAM",,,"ICD-9-CM"
"01522","1","Tuberculosis","TB OF KNEE-EXAM UNKN",,,"ICD-9-CM"
"01523","1","Tuberculosis","TB OF KNEE-MICRO DX",,,"ICD-9-CM"
"01524","1","Tuberculosis","TB OF KNEE-CULT DX",,,"ICD-9-CM"
"01525","1","Tuberculosis","TB OF KNEE-HISTO DX",,,"ICD-9-CM"
"01526","1","Tuberculosis","TB OF KNEE-OTH TEST",,,"ICD-9-CM"
"01550","1","Tuberculosis","TB OF LIMB BONES-UNSPEC",,,"ICD-9-CM"
"01551","1","Tuberculosis","TB LIMB BONES-NO EXAM",,,"ICD-9-CM"
"01552","1","Tuberculosis","TB LIMB BONES-EXAM UNKN",,,"ICD-9-CM"
"01553","1","Tuberculosis","TB LIMB BONES-MICRO DX",,,"ICD-9-CM"
"01554","1","Tuberculosis","TB LIMB BONES-CULT DX",,,"ICD-9-CM"
"01555","1","Tuberculosis","TB LIMB BONES-HISTO DX",,,"ICD-9-CM"
"01556","1","Tuberculosis","TB LIMB BONES-OTH TEST",,,"ICD-9-CM"
"01560","1","Tuberculosis","TB OF MASTOID-UNSPEC",,,"ICD-9-CM"
"01561","1","Tuberculosis","TB OF MASTOID-NO EXAM",,,"ICD-9-CM"
"01562","1","Tuberculosis","TB OF MASTOID-EXAM UNKN",,,"ICD-9-CM"
"01563","1","Tuberculosis","TB OF MASTOID-MICRO DX",,,"ICD-9-CM"
"01564","1","Tuberculosis","TB OF MASTOID-CULT DX",,,"ICD-9-CM"
"01565","1","Tuberculosis","TB OF MASTOID-HISTO DX",,,"ICD-9-CM"
"01566","1","Tuberculosis","TB OF MASTOID-OTH TEST",,,"ICD-9-CM"
"01570","1","Tuberculosis","TB OF BONE NEC-UNSPEC",,,"ICD-9-CM"
"01571","1","Tuberculosis","TB OF BONE NEC-NO EXAM",,,"ICD-9-CM"
"01572","1","Tuberculosis","TB OF BONE NEC-EXAM UNKN",,,"ICD-9-CM"
"01573","1","Tuberculosis","TB OF BONE NEC-MICRO DX",,,"ICD-9-CM"
"01574","1","Tuberculosis","TB OF BONE NEC-CULT DX",,,"ICD-9-CM"
"01575","1","Tuberculosis","TB OF BONE NEC-HISTO DX",,,"ICD-9-CM"
"01576","1","Tuberculosis","TB OF BONE NEC-OTH TEST",,,"ICD-9-CM"
"01580","1","Tuberculosis","TB OF JOINT NEC-UNSPEC",,,"ICD-9-CM"
"01581","1","Tuberculosis","TB OF JOINT NEC-NO EXAM",,,"ICD-9-CM"
"01582","1","Tuberculosis","TB JOINT NEC-EXAM UNKN",,,"ICD-9-CM"
"01583","1","Tuberculosis","TB OF JOINT NEC-MICRO DX",,,"ICD-9-CM"
"01584","1","Tuberculosis","TB OF JOINT NEC-CULT DX",,,"ICD-9-CM"
"01585","1","Tuberculosis","TB OF JOINT NEC-HISTO DX",,,"ICD-9-CM"
"01586","1","Tuberculosis","TB OF JOINT NEC-OTH TEST",,,"ICD-9-CM"
"01590","1","Tuberculosis","TB BONE/JOINT NOS-UNSPEC",,,"ICD-9-CM"
"01591","1","Tuberculosis","TB BONE/JT NOS-NO EXAM",,,"ICD-9-CM"
"01592","1","Tuberculosis","TB BONE/JT NOS-EXAM UNKN",,,"ICD-9-CM"
"01593","1","Tuberculosis","TB BONE/JT NOS-MICRO DX",,,"ICD-9-CM"
"01594","1","Tuberculosis","TB BONE/JT NOS-CULT DX",,,"ICD-9-CM"
"01595","1","Tuberculosis","TB BONE/JT NOS-HISTO DX",,,"ICD-9-CM"
"01596","1","Tuberculosis","TB BONE/JT NOS-OTH TEST",,,"ICD-9-CM"
"01600","1","Tuberculosis","TB OF KIDNEY-UNSPEC",,,"ICD-9-CM"
"01601","1","Tuberculosis","TB OF KIDNEY-NO EXAM",,,"ICD-9-CM"
"01602","1","Tuberculosis","TB OF KIDNEY-EXAM UNKN",,,"ICD-9-CM"
"01603","1","Tuberculosis","TB OF KIDNEY-MICRO DX",,,"ICD-9-CM"
"01604","1","Tuberculosis","TB OF KIDNEY-CULT DX",,,"ICD-9-CM"
"01605","1","Tuberculosis","TB OF KIDNEY-HISTO DX",,,"ICD-9-CM"
"01606","1","Tuberculosis","TB OF KIDNEY-OTH TEST",,,"ICD-9-CM"
"01610","1","Tuberculosis","TB OF BLADDER-UNSPEC",,,"ICD-9-CM"
"01611","1","Tuberculosis","TB OF BLADDER-NO EXAM",,,"ICD-9-CM"
"01612","1","Tuberculosis","TB OF BLADDER-EXAM UNKN",,,"ICD-9-CM"
"01613","1","Tuberculosis","TB OF BLADDER-MICRO DX",,,"ICD-9-CM"
"01614","1","Tuberculosis","TB OF BLADDER-CULT DX",,,"ICD-9-CM"
"01615","1","Tuberculosis","TB OF BLADDER-HISTO DX",,,"ICD-9-CM"
"01616","1","Tuberculosis","TB OF BLADDER-OTH TEST",,,"ICD-9-CM"
"01620","1","Tuberculosis","TB OF URETER-UNSPEC",,,"ICD-9-CM"
"01621","1","Tuberculosis","TB OF URETER-NO EXAM",,,"ICD-9-CM"
"01622","1","Tuberculosis","TB OF URETER-EXAM UNKN",,,"ICD-9-CM"
"01623","1","Tuberculosis","TB OF URETER-MICRO DX",,,"ICD-9-CM"
"01624","1","Tuberculosis","TB OF URETER-CULT DX",,,"ICD-9-CM"
"01625","1","Tuberculosis","TB OF URETER-HISTO DX",,,"ICD-9-CM"
"01626","1","Tuberculosis","TB OF URETER-OTH TEST",,,"ICD-9-CM"
"01630","1","Tuberculosis","TB URINARY NEC-UNSPEC",,,"ICD-9-CM"
"01631","1","Tuberculosis","TB URINARY NEC-NO EXAM",,,"ICD-9-CM"
"01632","1","Tuberculosis","TB URINARY NEC-EXAM UNKN",,,"ICD-9-CM"
"01633","1","Tuberculosis","TB URINARY NEC-MICRO DX",,,"ICD-9-CM"
"01634","1","Tuberculosis","TB URINARY NEC-CULT DX",,,"ICD-9-CM"
"01635","1","Tuberculosis","TB URINARY NEC-HISTO DX",,,"ICD-9-CM"
"01636","1","Tuberculosis","TB URINARY NEC-OTH TEST",,,"ICD-9-CM"
"01640","1","Tuberculosis","TB EPIDIDYMIS-UNSPEC",,,"ICD-9-CM"
"01641","1","Tuberculosis","TB EPIDIDYMIS-NO EXAM",,,"ICD-9-CM"
"01642","1","Tuberculosis","TB EPIDIDYMIS-EXAM UNKN",,,"ICD-9-CM"
"01643","1","Tuberculosis","TB EPIDIDYMIS-MICRO DX",,,"ICD-9-CM"
"01644","1","Tuberculosis","TB EPIDIDYMIS-CULT DX",,,"ICD-9-CM"
"01645","1","Tuberculosis","TB EPIDIDYMIS-HISTO DX",,,"ICD-9-CM"
"01646","1","Tuberculosis","TB EPIDIDYMIS-OTH TEST",,,"ICD-9-CM"
"01650","1","Tuberculosis","TB MALE GENIT NEC-UNSPEC",,,"ICD-9-CM"
"01651","1","Tuberculosis","TB MALE GEN NEC-NO EXAM",,,"ICD-9-CM"
"01652","1","Tuberculosis","TB MALE GEN NEC-EX UNKN",,,"ICD-9-CM"
"01653","1","Tuberculosis","TB MALE GEN NEC-MICRO DX",,,"ICD-9-CM"
"01654","1","Tuberculosis","TB MALE GEN NEC-CULT DX",,,"ICD-9-CM"
"01655","1","Tuberculosis","TB MALE GEN NEC-HISTO DX",,,"ICD-9-CM"
"01656","1","Tuberculosis","TB MALE GEN NEC-OTH TEST",,,"ICD-9-CM"
"01660","1","Tuberculosis","TB OVARY & TUBE-UNSPEC",,,"ICD-9-CM"
"01661","1","Tuberculosis","TB OVARY & TUBE-NO EXAM",,,"ICD-9-CM"
"01662","1","Tuberculosis","TB OVARY/TUBE-EXAM UNKN",,,"ICD-9-CM"
"01663","1","Tuberculosis","TB OVARY & TUBE-MICRO DX",,,"ICD-9-CM"
"01664","1","Tuberculosis","TB OVARY & TUBE-CULT DX",,,"ICD-9-CM"
"01665","1","Tuberculosis","TB OVARY & TUBE-HISTO DX",,,"ICD-9-CM"
"01666","1","Tuberculosis","TB OVARY & TUBE-OTH TEST",,,"ICD-9-CM"
"01670","1","Tuberculosis","TB FEMALE GEN NEC-UNSPEC",,,"ICD-9-CM"
"01671","1","Tuberculosis","TB FEM GEN NEC-NO EXAM",,,"ICD-9-CM"
"01672","1","Tuberculosis","TB FEM GEN NEC-EXAM UNKN",,,"ICD-9-CM"
"01673","1","Tuberculosis","TB FEM GEN NEC-MICRO DX",,,"ICD-9-CM"
"01674","1","Tuberculosis","TB FEM GEN NEC-CULT DX",,,"ICD-9-CM"
"01675","1","Tuberculosis","TB FEM GEN NEC-HISTO DX",,,"ICD-9-CM"
"01676","1","Tuberculosis","TB FEM GEN NEC-OTH TEST",,,"ICD-9-CM"
"01690","1","Tuberculosis","GU TB NOS-UNSPEC",,,"ICD-9-CM"
"01691","1","Tuberculosis","GU TB NOS-NO EXAM",,,"ICD-9-CM"
"01692","1","Tuberculosis","GU TB NOS-EXAM UNKN",,,"ICD-9-CM"
"01693","1","Tuberculosis","GU TB NOS-MICRO DX",,,"ICD-9-CM"
"01694","1","Tuberculosis","GU TB NOS-CULT DX",,,"ICD-9-CM"
"01695","1","Tuberculosis","GU TB NOS-HISTO DX",,,"ICD-9-CM"
"01696","1","Tuberculosis","GU TB NOS-OTH TEST",,,"ICD-9-CM"
"01700","1","Tuberculosis","TB SKIN/SUBCUTAN-UNSPEC",,,"ICD-9-CM"
"01701","1","Tuberculosis","TB SKIN/SUBCUT-NO EXAM",,,"ICD-9-CM"
"01702","1","Tuberculosis","TB SKIN/SUBCUT-EXAM UNKN",,,"ICD-9-CM"
"01703","1","Tuberculosis","TB SKIN/SUBCUT-MICRO DX",,,"ICD-9-CM"
"01704","1","Tuberculosis","TB SKIN/SUBCUT-CULT DX",,,"ICD-9-CM"
"01705","1","Tuberculosis","TB SKIN/SUBCUT-HISTO DX",,,"ICD-9-CM"
"01706","1","Tuberculosis","TB SKIN/SUBCUT-OTH TEST",,,"ICD-9-CM"
"01710","1","Tuberculosis","ERYTHEMA NODOS TB-UNSPEC",,,"ICD-9-CM"
"01711","1","Tuberculosis","ERYTHEM NODOS TB-NO EXAM",,,"ICD-9-CM"
"01712","1","Tuberculosis","ERYTHEM NOD TB-EXAM UNKN",,,"ICD-9-CM"
"01713","1","Tuberculosis","ERYTHEM NOD TB-MICRO DX",,,"ICD-9-CM"
"01714","1","Tuberculosis","ERYTHEM NODOS TB-CULT DX",,,"ICD-9-CM"
"01715","1","Tuberculosis","ERYTHEM NOD TB-HISTO DX",,,"ICD-9-CM"
"01716","1","Tuberculosis","ERYTHEM NOD TB-OTH TEST",,,"ICD-9-CM"
"01720","1","Tuberculosis","TB PERIPH LYMPH-UNSPEC",,,"ICD-9-CM"
"01721","1","Tuberculosis","TB PERIPH LYMPH-NO EXAM",,,"ICD-9-CM"
"01722","1","Tuberculosis","TB PERIPH LYMPH-EXAM UNK",,,"ICD-9-CM"
"01723","1","Tuberculosis","TB PERIPH LYMPH-MICRO DX",,,"ICD-9-CM"
"01724","1","Tuberculosis","TB PERIPH LYMPH-CULT DX",,,"ICD-9-CM"
"01725","1","Tuberculosis","TB PERIPH LYMPH-HISTO DX",,,"ICD-9-CM"
"01726","1","Tuberculosis","TB PERIPH LYMPH-OTH TEST",,,"ICD-9-CM"
"01730","1","Tuberculosis","TB OF EYE-UNSPEC",,,"ICD-9-CM"
"01731","1","Tuberculosis","TB OF EYE-NO EXAM",,,"ICD-9-CM"
"01732","1","Tuberculosis","TB OF EYE-EXAM UNKN",,,"ICD-9-CM"
"01733","1","Tuberculosis","TB OF EYE-MICRO DX",,,"ICD-9-CM"
"01734","1","Tuberculosis","TB OF EYE-CULT DX",,,"ICD-9-CM"
"01735","1","Tuberculosis","TB OF EYE-HISTO DX",,,"ICD-9-CM"
"01736","1","Tuberculosis","TB OF EYE-OTH TEST",,,"ICD-9-CM"
"01740","1","Tuberculosis","TB OF EAR-UNSPEC",,,"ICD-9-CM"
"01741","1","Tuberculosis","TB OF EAR-NO EXAM",,,"ICD-9-CM"
"01742","1","Tuberculosis","TB OF EAR-EXAM UNKN",,,"ICD-9-CM"
"01743","1","Tuberculosis","TB OF EAR-MICRO DX",,,"ICD-9-CM"
"01744","1","Tuberculosis","TB OF EAR-CULT DX",,,"ICD-9-CM"
"01745","1","Tuberculosis","TB OF EAR-HISTO DX",,,"ICD-9-CM"
"01746","1","Tuberculosis","TB OF EAR-OTH TEST",,,"ICD-9-CM"
"01750","1","Tuberculosis","TB OF THYROID-UNSPEC",,,"ICD-9-CM"
"01751","1","Tuberculosis","TB OF THYROID-NO EXAM",,,"ICD-9-CM"
"01752","1","Tuberculosis","TB OF THYROID-EXAM UNKN",,,"ICD-9-CM"
"01753","1","Tuberculosis","TB OF THYROID-MICRO DX",,,"ICD-9-CM"
"01754","1","Tuberculosis","TB OF THYROID-CULT DX",,,"ICD-9-CM"
"01755","1","Tuberculosis","TB OF THYROID-HISTO DX",,,"ICD-9-CM"
"01756","1","Tuberculosis","TB OF THYROID-OTH TEST",,,"ICD-9-CM"
"01760","1","Tuberculosis","TB OF ADRENAL-UNSPEC",,,"ICD-9-CM"
"01761","1","Tuberculosis","TB OF ADRENAL-NO EXAM",,,"ICD-9-CM"
"01762","1","Tuberculosis","TB OF ADRENAL-EXAM UNKN",,,"ICD-9-CM"
"01763","1","Tuberculosis","TB OF ADRENAL-MICRO DX",,,"ICD-9-CM"
"01764","1","Tuberculosis","TB OF ADRENAL-CULT DX",,,"ICD-9-CM"
"01765","1","Tuberculosis","TB OF ADRENAL-HISTO DX",,,"ICD-9-CM"
"01766","1","Tuberculosis","TB OF ADRENAL-OTH TEST",,,"ICD-9-CM"
"01770","1","Tuberculosis","TB OF SPLEEN-UNSPEC",,,"ICD-9-CM"
"01771","1","Tuberculosis","TB OF SPLEEN-NO EXAM",,,"ICD-9-CM"
"01772","1","Tuberculosis","TB OF SPLEEN-EXAM UNKN",,,"ICD-9-CM"
"01773","1","Tuberculosis","TB OF SPLEEN-MICRO DX",,,"ICD-9-CM"
"01774","1","Tuberculosis","TB OF SPLEEN-CULT DX",,,"ICD-9-CM"
"01775","1","Tuberculosis","TB OF SPLEEN-HISTO DX",,,"ICD-9-CM"
"01776","1","Tuberculosis","TB OF SPLEEN-OTH TEST",,,"ICD-9-CM"
"01780","1","Tuberculosis","TB ESOPHAGUS-UNSPEC",,,"ICD-9-CM"
"01781","1","Tuberculosis","TB ESOPHAGUS-NO EXAM",,,"ICD-9-CM"
"01782","1","Tuberculosis","TB ESOPHAGUS-EXAM UNKN",,,"ICD-9-CM"
"01783","1","Tuberculosis","TB ESOPHAGUS-MICRO DX",,,"ICD-9-CM"
"01784","1","Tuberculosis","TB ESOPHAGUS-CULT DX",,,"ICD-9-CM"
"01785","1","Tuberculosis","TB ESOPHAGUS-HISTO DX",,,"ICD-9-CM"
"01786","1","Tuberculosis","TB ESOPHAGUS-OTH TEST",,,"ICD-9-CM"
"01790","1","Tuberculosis","TB OF ORGAN NEC-UNSPEC",,,"ICD-9-CM"
"01791","1","Tuberculosis","TB OF ORGAN NEC-NO EXAM",,,"ICD-9-CM"
"01792","1","Tuberculosis","TB ORGAN NEC-EXAM UNKN",,,"ICD-9-CM"
"01793","1","Tuberculosis","TB OF ORGAN NEC-MICRO DX",,,"ICD-9-CM"
"01794","1","Tuberculosis","TB OF ORGAN NEC-CULT DX",,,"ICD-9-CM"
"01795","1","Tuberculosis","TB OF ORGAN NEC-HISTO DX",,,"ICD-9-CM"
"01796","1","Tuberculosis","TB OF ORGAN NEC-OTH TEST",,,"ICD-9-CM"
"01800","1","Tuberculosis","ACUTE MILIARY TB-UNSPEC",,,"ICD-9-CM"
"01801","1","Tuberculosis","ACUTE MILIARY TB-NO EXAM",,,"ICD-9-CM"
"01802","1","Tuberculosis","AC MILIARY TB-EXAM UNKN",,,"ICD-9-CM"
"01803","1","Tuberculosis","AC MILIARY TB-MICRO DX",,,"ICD-9-CM"
"01804","1","Tuberculosis","ACUTE MILIARY TB-CULT DX",,,"ICD-9-CM"
"01805","1","Tuberculosis","AC MILIARY TB-HISTO DX",,,"ICD-9-CM"
"01806","1","Tuberculosis","AC MILIARY TB-OTH TEST",,,"ICD-9-CM"
"01880","1","Tuberculosis","MILIARY TB NEC-UNSPEC",,,"ICD-9-CM"
"01881","1","Tuberculosis","MILIARY TB NEC-NO EXAM",,,"ICD-9-CM"
"01882","1","Tuberculosis","MILIARY TB NEC-EXAM UNKN",,,"ICD-9-CM"
"01883","1","Tuberculosis","MILIARY TB NEC-MICRO DX",,,"ICD-9-CM"
"01884","1","Tuberculosis","MILIARY TB NEC-CULT DX",,,"ICD-9-CM"
"01885","1","Tuberculosis","MILIARY TB NEC-HISTO DX",,,"ICD-9-CM"
"01886","1","Tuberculosis","MILIARY TB NEC-OTH TEST",,,"ICD-9-CM"
"01890","1","Tuberculosis","MILIARY TB NOS-UNSPEC",,,"ICD-9-CM"
"01891","1","Tuberculosis","MILIARY TB NOS-NO EXAM",,,"ICD-9-CM"
"01892","1","Tuberculosis","MILIARY TB NOS-EXAM UNKN",,,"ICD-9-CM"
"01893","1","Tuberculosis","MILIARY TB NOS-MICRO DX",,,"ICD-9-CM"
"01894","1","Tuberculosis","MILIARY TB NOS-CULT DX",,,"ICD-9-CM"
"01895","1","Tuberculosis","MILIARY TB NOS-HISTO DX",,,"ICD-9-CM"
"01896","1","Tuberculosis","MILIARY TB NOS-OTH TEST",,,"ICD-9-CM"
"0200","3","Oth bact inf","BUBONIC PLAGUE",,,"ICD-9-CM"
"0201","197","Skin infectn","CELLULOCUTANEOUS PLAGUE",,,"ICD-9-CM"
"0202","2","Septicemia","SEPTICEMIC PLAGUE",,,"ICD-9-CM"
"0203","122","Pneumonia","PRIMARY PNEUMONIC PLAGUE",,,"ICD-9-CM"
"0204","122","Pneumonia","SECONDARY PNEUMON PLAGUE",,,"ICD-9-CM"
"0205","122","Pneumonia","PNEUMONIC PLAGUE NOS",,,"ICD-9-CM"
"0208","3","Oth bact inf","OTHER TYPES OF PLAGUE",,,"ICD-9-CM"
"0209","3","Oth bact inf","PLAGUE NOS",,,"ICD-9-CM"
"0210","197","Skin infectn","ULCEROGLANDUL TULAREMIA",,,"ICD-9-CM"
"0211","135","Intest infct","ENTERIC TULAREMIA",,,"ICD-9-CM"
"0212","122","Pneumonia","PULMONARY TULAREMIA",,,"ICD-9-CM"
"0213","90","Eye infectn","OCULOGLANDULAR TULAREMIA",,,"ICD-9-CM"
"0218","3","Oth bact inf","TULAREMIA NEC",,,"ICD-9-CM"
"0219","3","Oth bact inf","TULAREMIA NOS",,,"ICD-9-CM"
"0220","197","Skin infectn","CUTANEOUS ANTHRAX",,,"ICD-9-CM"
"0221","122","Pneumonia","PULMONARY ANTHRAX",,,"ICD-9-CM"
"0222","135","Intest infct","GASTROINTESTINAL ANTHRAX",,,"ICD-9-CM"
"0223","2","Septicemia","ANTHRAX SEPTICEMIA",,,"ICD-9-CM"
"0228","3","Oth bact inf","OTHER ANTHRAX MANIFEST",,,"ICD-9-CM"
"0229","3","Oth bact inf","ANTHRAX NOS",,,"ICD-9-CM"
"0230","3","Oth bact inf","BRUCELLA MELITENSIS",,,"ICD-9-CM"
"0231","3","Oth bact inf","BRUCELLA ABORTUS",,,"ICD-9-CM"
"0232","3","Oth bact inf","BRUCELLA SUIS",,,"ICD-9-CM"
"0233","3","Oth bact inf","BRUCELLA CANIS",,,"ICD-9-CM"
"0238","3","Oth bact inf","BRUCELLOSIS NEC",,,"ICD-9-CM"
"0239","3","Oth bact inf","BRUCELLOSIS NOS",,,"ICD-9-CM"
"024","3","Oth bact inf","GLANDERS",,,"ICD-9-CM"
"025","3","Oth bact inf","MELIOIDOSIS",,,"ICD-9-CM"
"0260","3","Oth bact inf","SPIRILLARY FEVER",,,"ICD-9-CM"
"0261","201","Infect arth","STREPTOBACILLARY FEVER",,,"ICD-9-CM"
"0269","3","Oth bact inf","RAT-BITE FEVER NOS",,,"ICD-9-CM"
"0270","3","Oth bact inf","LISTERIOSIS",,,"ICD-9-CM"
"0271","3","Oth bact inf","ERYSIPELOTHRIX INFECTION",,,"ICD-9-CM"
"0272","3","Oth bact inf","PASTEURELLOSIS",,,"ICD-9-CM"
"0278","3","Oth bact inf","ZOONOTIC BACT DIS NEC",,,"ICD-9-CM"
"0279","3","Oth bact inf","ZOONOTIC BACT DIS NOS",,,"ICD-9-CM"
"0300","3","Oth bact inf","LEPROMATOUS LEPROSY",,,"ICD-9-CM"
"0301","3","Oth bact inf","TUBERCULOID LEPROSY",,,"ICD-9-CM"
"0302","3","Oth bact inf","INDETERMINATE LEPROSY",,,"ICD-9-CM"
"0303","3","Oth bact inf","BORDERLINE LEPROSY",,,"ICD-9-CM"
"0308","3","Oth bact inf","LEPROSY NEC",,,"ICD-9-CM"
"0309","3","Oth bact inf","LEPROSY NOS",,,"ICD-9-CM"
"0310","122","Pneumonia","PULMONARY MYCOBACTERIA",,,"ICD-9-CM"
"0311","197","Skin infectn","CUTANEOUS MYCOBACTERIA",,,"ICD-9-CM"
"0312","3","Oth bact inf","DX DUE TO DISSEM MYCOBACT (Begin 1997)",,,"ICD-9-CM"
"0318","3","Oth bact inf","MYCOBACTERIAL DIS NEC",,,"ICD-9-CM"
"0319","3","Oth bact inf","MYCOBACTERIAL DIS NOS",,,"ICD-9-CM"
"0320","126","Ot up rsp in","FAUCIAL DIPHTHERIA",,,"ICD-9-CM"
"0321","126","Ot up rsp in","NASOPHARYNX DIPHTHERIA",,,"ICD-9-CM"
"0322","126","Ot up rsp in","ANT NASAL DIPHTHERIA",,,"ICD-9-CM"
"0323","126","Ot up rsp in","LARYNGEAL DIPHTHERIA",,,"ICD-9-CM"
"03281","90","Eye infectn","CONJUNCTIVAL DIPHTHERIA",,,"ICD-9-CM"
"03282","97","Carditis","DIPHTHERITIC MYOCARDITIS",,,"ICD-9-CM"
"03283","148","Peritonitis","DIPHTHERITIC PERITONITIS",,,"ICD-9-CM"
"03284","159","UTI","DIPHTHERITIC CYSTITIS",,,"ICD-9-CM"
"03285","197","Skin infectn","CUTANEOUS DIPHTHERIA",,,"ICD-9-CM"
"03289","3","Oth bact inf","DIPHTHERIA NEC",,,"ICD-9-CM"
"0329","3","Oth bact inf","DIPHTHERIA NOS",,,"ICD-9-CM"
"0330","3","Oth bact inf","BORDETELLA PERTUSSIS",,,"ICD-9-CM"
"0331","3","Oth bact inf","BORDETELLA PARAPERTUSSIS",,,"ICD-9-CM"
"0338","3","Oth bact inf","WHOOPING COUGH NEC",,,"ICD-9-CM"
"0339","3","Oth bact inf","WHOOPING COUGH NOS",,,"ICD-9-CM"
"0340","126","Ot up rsp in","STREP SORE THROAT",,,"ICD-9-CM"
"0341","3","Oth bact inf","SCARLET FEVER",,,"ICD-9-CM"
"035","197","Skin infectn","ERYSIPELAS",,,"ICD-9-CM"
"0360","76","Meningitis","MENINGOCOCCAL MENINGITIS",,,"ICD-9-CM"
"0361","77","Encephalitis","MENINGOCOCC ENCEPHALITIS",,,"ICD-9-CM"
"0362","2","Septicemia","MENINGOCOCCEMIA",,,"ICD-9-CM"
"0363","3","Oth bact inf","MENINGOCOCC ADRENAL SYND",,,"ICD-9-CM"
"03640","97","Carditis","MENINGOCOCC CARDITIS NOS",,,"ICD-9-CM"
"03641","97","Carditis","MENINGOCOCC PERICARDITIS",,,"ICD-9-CM"
"03642","97","Carditis","MENINGOCOCC ENDOCARDITIS",,,"ICD-9-CM"
"03643","97","Carditis","MENINGOCOCC MYOCARDITIS",,,"ICD-9-CM"
"03681","3","Oth bact inf","MENINGOCOCC OPTIC NEURIT",,,"ICD-9-CM"
"03682","201","Infect arth","MENINGOCOCC ARTHROPATHY",,,"ICD-9-CM"
"03689","3","Oth bact inf","MENINGOCOCCAL INFECT NEC",,,"ICD-9-CM"
"0369","3","Oth bact inf","MENINGOCOCCAL INFECT NOS",,,"ICD-9-CM"
"037","3","Oth bact inf","TETANUS",,,"ICD-9-CM"
"0380","2","Septicemia","STREPTOCOCCAL SEPTICEMIA",,,"ICD-9-CM"
"0381","2","Septicemia","STAPHYLOCOCC SEPTICEMIA (End 1997)",,,"ICD-9-CM"
"03810","2","Septicemia","STAPH SEPTICEMIA- UNSPEC (Begin 1997)",,,"ICD-9-CM"
"03811","2","Septicemia","STAPH AUREUS SEPTICEMIA (Begin 1997)",,,"ICD-9-CM"
"03812","2","Septicemia","MRSA SEPTICEMIA (Begin 2008)",,,"ICD-9-CM"
"03819","2","Septicemia","OT STAPH SEPTICEMIA (Begin 1997)",,,"ICD-9-CM"
"0382","2","Septicemia","PNEUMOCOCCAL SEPTICEMIA",,,"ICD-9-CM"
"0383","2","Septicemia","ANAEROBIC SEPTICEMIA",,,"ICD-9-CM"
"03840","2","Septicemia","GRAM-NEG SEPTICEMIA NOS",,,"ICD-9-CM"
"03841","2","Septicemia","H. INFLUENAE SEPTICEMIA",,,"ICD-9-CM"
"03842","2","Septicemia","E COLI SEPTICEMIA",,,"ICD-9-CM"
"03843","2","Septicemia","PSEUDOMONAS SEPTICEMIA",,,"ICD-9-CM"
"03844","2","Septicemia","SERRATIA SEPTICEMIA",,,"ICD-9-CM"
"03849","2","Septicemia","GRAM-NEG SEPTICEMIA NEC",,,"ICD-9-CM"
"0388","2","Septicemia","SEPTICEMIA NEC",,,"ICD-9-CM"
"0389","2","Septicemia","SEPTICEMIA NOS",,,"ICD-9-CM"
"0390","197","Skin infectn","CUTANEOUS ACTINOMYCOSIS",,,"ICD-9-CM"
"0391","122","Pneumonia","PULMONARY ACTINOMYCOSIS",,,"ICD-9-CM"
"0392","3","Oth bact inf","ABDOMINAL ACTINOMYCOSIS",,,"ICD-9-CM"
"0393","3","Oth bact inf","CERVICOFAC ACTINOMYCOSIS",,,"ICD-9-CM"
"0394","3","Oth bact inf","MADURA FOOT",,,"ICD-9-CM"
"0398","3","Oth bact inf","ACTINOMYCOSIS NEC",,,"ICD-9-CM"
"0399","3","Oth bact inf","ACTINOMYCOSIS NOS",,,"ICD-9-CM"
"0400","3","Oth bact inf","GAS GANGRENE",,,"ICD-9-CM"
"0401","3","Oth bact inf","RHINOSCLEROMA",,,"ICD-9-CM"
"0402","3","Oth bact inf","WHIPPLE-S DISEASE",,,"ICD-9-CM"
"0403","3","Oth bact inf","NECROBACILLOSIS",,,"ICD-9-CM"
"04041","224","Ot perint dx","INFANT BOTULISM (Begin 2007)",,,"ICD-9-CM"
"04042","3","Oth bact inf","WOUND BOTULISM (Begin 2007)",,,"ICD-9-CM"
"04081","3","Oth bact inf","TROPICAL PYOMYOSITIS",,,"ICD-9-CM"
"04082","3","Oth bact inf","TOXIC SHOCK SYNDROME (Begin 2002)",,,"ICD-9-CM"
"04089","3","Oth bact inf","BACTERIAL DISEASES NEC",,,"ICD-9-CM"
"0410","3","Oth bact inf","STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992)",,,"ICD-9-CM"
"04100","3","Oth bact inf","STREPTOCOCCUS UNSPEC (Begin 1992)",,,"ICD-9-CM"
"04101","3","Oth bact inf","GROUP A STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
"04102","3","Oth bact inf","GROUP B STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
"04103","3","Oth bact inf","GROUP C STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
"04104","3","Oth bact inf","GROUP D STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
"04105","3","Oth bact inf","GROUP G STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
"04109","3","Oth bact inf","OTHER STREPTOCOCCUS (Begin 1992)",,,"ICD-9-CM"
